experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_rmse,train_r2,train_pearson,train_spearman,val_rmse,val_r2,val_pearson,val_spearman,test_rmse,test_r2,test_pearson,test_spearman,features
optuna_trial_7_seed_3,0.0032082067893440393,0.30000000000000004,256,7,0.013889876773649936,0.0012609759791830494,0.0892979485326471,5.2504971315952255e-05,7,300,50,scaffold,0.2021,0.3192,,0.4098,,90,True,2025-11-26 03:07:06,0.2843,0.8730,0.9515,0.9486,0.4941,0.6287,0.8221,0.8639,0.5113,0.4165,0.7270,0.7042,basic+phys
optuna_trial_5_seed_3,9.148367298386338e-05,0.30000000000000004,256,8,0.07413387118482409,0.03930108229339992,0.016803281960541087,7.411653836591514e-05,7,300,50,scaffold,3.8230,1.4299,,0.9222,,200,False,2025-11-26 03:07:51,16.7169,-437.9607,-0.0724,0.6479,5.6455,-47.4780,0.0541,0.4577,3.2901,-23.1623,-0.0106,0.5549,basic
optuna_trial_7_seed_4,0.0032082067893440393,0.30000000000000004,256,7,0.013889876773649936,0.0012609759791830494,0.0892979485326471,5.2504971315952255e-05,7,300,50,scaffold,0.1784,0.2667,,0.4427,,200,False,2025-11-26 03:11:34,0.2725,0.8702,0.9502,0.9446,0.4184,0.6271,0.8323,0.8398,0.5780,0.5590,0.7727,0.7701,basic+phys
optuna_trial_5_seed_4,9.148367298386338e-05,0.30000000000000004,256,8,0.07413387118482409,0.03930108229339992,0.016803281960541087,7.411653836591514e-05,7,300,50,scaffold,3.2429,0.4096,,1.6284,,200,False,2025-11-26 03:12:15,15.5107,-419.4235,0.0325,0.6970,0.9005,-0.7278,0.4950,0.6639,4.9056,-30.7625,0.0037,0.4612,basic
optuna_trial_7_seed_0,0.00011308901615098639,0.2,256,3,0.4214122713553821,0.0026279375267845044,0.5119424435890063,2.0635618361492583e-05,7,300,50,scaffold,3.7740,4.0099,,2.5944,,54,True,2025-11-26 03:14:15,12.7391,-284.6013,-0.1532,0.2573,14.6348,-567.3143,-0.3569,-0.3266,3.1133,-10.9312,-0.3318,-0.3460,basic
optuna_trial_12_seed_0,2.040581273087752e-05,0.2,64,8,0.48820732566417857,0.044351169795729894,0.7282001265411341,9.137049730040287e-05,6,300,50,scaffold,3.2216,5.5834,,5.2573,,51,True,2025-11-26 03:15:04,4.3179,-31.8109,-0.0612,-0.0020,11.2695,-335.9957,-0.2872,-0.3755,5.3364,-34.0531,0.2451,0.1899,basic+phys
optuna_trial_12_seed_1,2.040581273087752e-05,0.2,64,8,0.48820732566417857,0.044351169795729894,0.7282001265411341,9.137049730040287e-05,6,300,50,scaffold,3.0988,5.3323,,5.3512,,51,True,2025-11-26 03:16:33,4.1104,-24.7209,0.0366,0.0668,10.2932,-423.0657,-0.3096,-0.2671,5.4003,-49.5981,0.3912,0.2967,basic+phys
optuna_trial_12_seed_2,2.040581273087752e-05,0.2,64,8,0.48820732566417857,0.044351169795729894,0.7282001265411341,9.137049730040287e-05,6,300,50,scaffold,3.4125,5.8466,,5.5539,,51,True,2025-11-26 03:18:02,4.4905,-33.3934,-0.0457,0.0108,10.0552,-313.8651,-0.3892,-0.4591,5.7943,-42.6525,-0.6329,-0.6528,basic+phys
optuna_trial_7_seed_1,0.00011308901615098639,0.2,256,3,0.4214122713553821,0.0026279375267845044,0.5119424435890063,2.0635618361492583e-05,7,300,50,scaffold,1.4905,0.3305,,0.7589,,200,False,2025-11-26 03:18:38,11.0640,-185.3552,0.0812,0.8476,0.5166,-0.0683,0.6120,0.5782,1.7950,-4.5904,0.1922,0.4303,basic
optuna_trial_7_seed_2,0.00011308901615098639,0.2,256,3,0.4214122713553821,0.0026279375267845044,0.5119424435890063,2.0635618361492583e-05,7,300,50,scaffold,1.3101,0.3880,,0.6916,,200,False,2025-11-26 03:23:00,8.0525,-109.5973,0.1054,0.8760,0.5363,0.1045,0.5888,0.6278,0.9697,-0.2225,0.4630,0.5476,basic
