SAMPLE_DATA_TYPE,pAC50,smiles
glo 40 hr,7.169207476,CS(=O)(=O)O.Brc3nc2cccc1C4=C[C@H](CN(C)[C@@H]4Cc3c12)C(=O)N[C@@]7(O[C@]6(O)N([C@@H](CC(C)C)C(=O)N5CCC[C@H]56)C7=O)C(C)C
flor 40 hr,7.234291376,Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(CC)c3ccccc3
glo 40 hr,7.284291376,Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(CC)c3ccccc3
flor 40 hr,7.389896549,[Cd+2].[Cl-].[Cl-]
flor 40 hr,7.639896549,O=C(c1ccc(O)cc1O)c2ccccc2
flor 40 hr,7.439949682,Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
glo 40 hr,7.739949682,Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
flor 40 hr,7.339949682,C1CN2CCN1CC2
flor 40 hr,5.989896549,CC(=O)O[Pb](c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,5.939896548,CC(=O)O[Pb](c1ccccc1)(c2ccccc2)c3ccccc3
flor 40 hr,7.635735408,Clc1ccc(cc1)CC3CCC(C(C)C)C3(O)Cn2cncn2
glo 40 hr,7.685735408,Clc1ccc(cc1)CC3CCC(C(C)C)C3(O)Cn2cncn2
flor 40 hr,7.239949681,O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O
flor 40 hr,7.089949682,CCCCCCCCCCCCCl
flor 40 hr,7.639949682,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O
flor 40 hr,7.339896549,Oc1ccc2cc(ccc2c1)SSc3ccc4cc(O)ccc4c3
flor 40 hr,7.639896549,CC(C)(C)c2cc(C)cc(Cc1cc(C)cc(c1O)C(C)(C)C)c2O
glo 40 hr,7.689896549,CC(C)(C)c2cc(C)cc(Cc1cc(C)cc(c1O)C(C)(C)C)c2O
flor 40 hr,7.689949682,O=C4CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@@H](O)CC[C@@]12C
flor 40 hr,7.689949682,OCC(=O)[C@@]53O[C@@H](O[C@@H]5C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4[C@@H](O)C[C@@]23C)CCC
flor 40 hr,7.705185649,CCCCCCCCCCCC#N
flor 40 hr,7.389896549,O=C(OCCCCCCC)CCCCC(=O)OCCCCCCCCC
flor 40 hr,7.189896549,CC3(C)CN/C(=N\N=C(/C=C/c1ccc(cc1)C(F)(F)F)\C=C\c2ccc(cc2)C(F)(F)F)NC3
glo 40 hr,7.189896549,CC3(C)CN/C(=N\N=C(/C=C/c1ccc(cc1)C(F)(F)F)\C=C\c2ccc(cc2)C(F)(F)F)NC3
flor 40 hr,7.389949681,O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
glo 40 hr,7.289949682,O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
flor 40 hr,7.633316973,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(C)(C)C(=O)N(C)c2cnc(cc2c3ccc(F)cc3C)N4CC[C@@H](O)[C@H]4CO
glo 40 hr,7.633316973,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(C)(C)C(=O)N(C)c2cnc(cc2c3ccc(F)cc3C)N4CC[C@@H](O)[C@H]4CO
glo 40 hr,7.339949682,C\C(=C/c1ccccc1)[N+]([O-])=O
flor 40 hr,6.954044559,[Na+].[Na+].[O-]S(=O)(=O)c5cc(cc6ccc(O)c(/N=N/c1ccc(cc1C)c4ccc(/N=N/c3ccc(OS(=O)(=O)c2ccc(C)cc2)cc3)c(C)c4)c56)S([O-])(=O)=O
flor 40 hr,7.339896549,O=C2c3c(O[C@]12C(=CC(=O)C[C@H]1C)OC)c(Cl)c(OC)cc3OC
flor 40 hr,7.589949681,Oc1ccc(cc1)C3=CC(=O)c2c(cc(O)cc2O)O3
flor 40 hr,7.539949681,CC(C)(C)c1cc(C)ccc1O
flor 40 hr,7.739949682,[Na+].O=S([O-])(=O)c1ccc(C=C)cc1
flor 40 hr,7.189949681,OC(=O)c1ccc(cc1)C(=O)O
flor 40 hr,7.389949681,Oc1ccc(cc1)C(=O)OCCCCCCC
glo 40 hr,7.239949681,O=C2c1ccccc1C(=O)C(Cl)=C2Cl
flor 40 hr,7.639896549,[Na+].[S-]c1ccccc1
flor 40 hr,6.339949682,CC12CCC(C1)C(C)(C)C2O
flor 40 hr,6.639949682,O=C(O)C[C@H](O)C[C@H](O)/C=C/c2c(c1ccccc1n2C(C)C)c3ccc(F)cc3
flor 40 hr,7.539949681,Oc1ccc(cc1)C(=O)OCC(CC)CCCC
flor 40 hr,7.639949682,Cc1ccc(cc1)c2ccccc2
flor 40 hr,4.928660553,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
glo 40 hr,4.978660556,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
flor 40 hr,6.085683761,c1c4c5ccccc5ccc4cc3c1ccc2ccccc23
flor 40 hr,5.739896549,CCCC[Sn](OC(=O)c1ccccc1)(CCCC)CCCC
flor 40 hr,7.584179806,Cl.Clc1ccc(cc1)C(c2ccccc2)N3CCN(CC3)CCOCCO
glo 40 hr,7.684179806,Cl.Clc1ccc(cc1)C(c2ccccc2)N3CCN(CC3)CCOCCO
flor 40 hr,7.801238804,Cc1cnc(SC)cn1
flor 40 hr,5.334716745,Nc1nc2ccccc2n1
flor 40 hr,7.339896549,S=C1Nc2ccccc2N1
flor 40 hr,5.489896549,CCCC[Sn](Cl)(Cl)CCCC
glo 40 hr,5.139896549,CCCC[Sn](Cl)(Cl)CCCC
flor 40 hr,7.739949682,Nc1ccccc1C(=O)OCC
flor 40 hr,7.639949682,CCCCOCC1CO1
flor 40 hr,7.639949682,CC(C)c1cccc(C(C)C)c1O
glo 40 hr,5.589896548,CCCC[Sn](OC(=O)c1ccccc1)(CCCC)CCCC
flor 40 hr,7.039949682,Oc1ccc(cc1)C(=O)OCCCCCC
glo 40 hr,6.839949681,[Br-].C[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC
flor 40 hr,7.289896549,SCCCCCCCCS
flor 40 hr,7.276624757,[Ca+2].O=C(C)NCCCS(=O)(=O)[O-].CC(=O)NCCCS([O-])(=O)=O
flor 40 hr,7.389949681,CC(CCCCCCCCC)C=O
flor 40 hr,7.639896549,C/C(C)=C\CCC(C)(C=C)OC(=O)C=Cc1ccccc1
flor 40 hr,7.162868639,CCC(CCCC)C=O
flor 40 hr,7.689896549,CN(C)CCOCCN(C)C
glo 40 hr,7.689949682,Oc1cc(CCCCC)cc(O)c1
flor 40 hr,7.739896549,O=C(O)Cc4ccccc4COc1cc2cc(oc2cc1)c3nc(cs3)C(C)(C)C
flor 40 hr,7.739949682,Oc1cc(cc(O)c1O)C(=O)OCCCCCCCCCCCC
glo 40 hr,7.739949682,Oc1cc(cc(O)c1O)C(=O)OCCCCCCCCCCCC
flor 40 hr,7.552139691,O=C(O)/C=C/C(=O)O.O=C5c1ccccc1C(=O)N5CCc2nc(on2)c4ccc(CN3CCCCCC3)s4
glo 40 hr,7.739949682,CC(C)(C)c2cc(cc(Cc1cc(CC)cc(c1O)C(C)(C)C)c2O)CC
flor 40 hr,7.589949681,Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@H](O)CC[C@@H]12)c4cc3
flor 40 hr,7.439896549,CC(C)CCC(C)=O
flor 40 hr,6.9977479,Cl.Cl.Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
glo 40 hr,7.0977479,Cl.Cl.Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
flor 40 hr,7.191329237,[Br-].C[N+](C)(CCCCCCCCCCCCCCCC)CC
glo 40 hr,7.291329237,[Br-].C[N+](C)(CCCCCCCCCCCCCCCC)CC
flor 40 hr,7.039949682,N(=C=N\C1CCCCC1)\C2CCCCC2
glo 40 hr,7.089949682,N(=C=N\C1CCCCC1)\C2CCCCC2
flor 40 hr,7.689896549,c1cccc2sc(nc12)SSN3CCOCC3
glo 40 hr,7.739896549,c1cccc2sc(nc12)SSN3CCOCC3
flor 40 hr,4.889896547,NC(=O)OC[C@H]4c1c(cc(C=O)cc1OC)N3C[C@H]2[C@H](N2C(C)=O)[C@@]4(OC(C)=O)O3
glo 40 hr,4.889896547,NC(=O)OC[C@H]4c1c(cc(C=O)cc1OC)N3C[C@H]2[C@H](N2C(C)=O)[C@@]4(OC(C)=O)O3
flor 40 hr,7.789949682,CC(C)(C)c1ccc(N)cc1
glo 40 hr,7.089896549,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
flor 40 hr,7.639896549,Oc2c(Sc1cc(Cl)cc(Cl)c1O)cc(Cl)cc2Cl
glo 40 hr,7.639896549,Oc2c(Sc1cc(Cl)cc(Cl)c1O)cc(Cl)cc2Cl
flor 40 hr,7.189896549,CCCCCCCCOCCC#N
flor 40 hr,7.689896549,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
glo 40 hr,7.739896549,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
flor 40 hr,7.639896549,CC(CC)CO
flor 40 hr,7.639949682,CC(C)N(C(=O)CCl)c1ccccc1
flor 40 hr,7.134931643,FC(F)(F)C(=O)O.CCN(CC)C(=O)c1cc(c(cc1N(CC)CCN(C)C)N2CCC(CC2)c3ccccc3)S(=O)(=O)Cc4ccccc4
glo 40 hr,7.134931643,FC(F)(F)C(=O)O.CCN(CC)C(=O)c1cc(c(cc1N(CC)CCN(C)C)N2CCC(CC2)c3ccccc3)S(=O)(=O)Cc4ccccc4
flor 40 hr,7.289896549,O=C1SSC(Cl)=C1Cl
glo 40 hr,7.339896549,O=C1SSC(Cl)=C1Cl
flor 40 hr,7.239896549,[Cl-].CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
glo 40 hr,7.039896549,[Cl-].CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
flor 40 hr,7.739896549,Clc1cc(N)c(Cl)cc1c2cc(Cl)c(N)cc2Cl
flor 40 hr,7.689949682,Oc1ccc(cc1)c2ccccc2
glo 40 hr,7.589949681,Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl
flor 40 hr,7.639949682,OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)CC[C@@]12C
flor 40 hr,7.543813819,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
glo 40 hr,7.59381382,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
flor 40 hr,7.391064221,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
glo 40 hr,7.491064221,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
flor 40 hr,7.639471291,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.689471291,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
flor 40 hr,7.388033479,[Hg+2].[Cl-].[Cl-]
flor 40 hr,7.688140119,CC(C)(C)c1cc(ccc1O)C(C)(C)C
flor 40 hr,7.542229284,Oc1ccccc1C(C)(C)CC(C)(C)C
glo 40 hr,7.339364922,IC(I)I
flor 40 hr,7.735896068,CC(C)(c1cc(ccc1O)C(C)(C)c2ccccc2)c3ccccc3
glo 40 hr,6.990055931,C/[N+](C)=C1\C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O.[O-]C(=O)C(=O)O.O=C(O)C(=O)O.CN(C)c1ccc(cc1)C(\c2ccccc2)=C3/C=C/C(C=C3)=[N+](/C)C
flor 40 hr,6.68677985,CNC.CN(C)C(=S)S
flor 40 hr,7.395906749,[Fe+3].S=C([S-])N(C)C.CN(C)C([S-])=S.CN(C)C([S-])=S
flor 40 hr,7.287446564,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCCCC)c1
glo 40 hr,7.337446564,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCCCC)c1
flor 40 hr,7.234179806,Br.CN1C=CN(CCCCCCCC)C1
glo 40 hr,7.693708334,[I-].C[n+]1ccn(CCC)c1
flor 40 hr,6.992282179,Oc1cccc2cccnc12
flor 40 hr,7.287553325,[Cl-].CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
glo 40 hr,7.337553325,[Cl-].CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
flor 40 hr,6.991594118,[Na+].[Na+].[O-]S(=O)(=O)c5cc(cc6ccc(O)c(/N=N/c1ccc(cc1C)c4ccc(/N=N/c3ccc(OS(=O)(=O)c2ccc(C)cc2)cc3)c(C)c4)c56)S([O-])(=O)=O
flor 40 hr,6.887232977,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
flor 40 hr,7.691276245,Oc1cc(O)ccc1CCCCCC
flor 40 hr,7.744393611,Cl.CN(C)C(C)CN1c3ccccc3Sc2ccccc12
flor 40 hr,7.640480712,Oc1ccc(cc1)C(=O)OCCCCCC
glo 40 hr,7.699791497,N#CSCSC#N
flor 40 hr,7.699947882,CC(C)(C)c1ccc(O)cc1
flor 40 hr,7.08893923,C[Hg]Cl
glo 40 hr,7.03893923,C[Hg]Cl
glo 40 hr,7.322567624,[Cl-].O.O.O.CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
flor 40 hr,7.290746025,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCC)c1
glo 40 hr,7.340746025,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCC)c1
flor 40 hr,7.688174726,Oc1cc(cc(O)c1O)C(=O)OCCCCCCCCCCCC
flor 40 hr,4.428734063,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl
flor 40 hr,7.345761468,COC(=O)c1ccc(cc1)C(=O)OC
flor 40 hr,7.286989065,O=[SeH2]=O
flor 40 hr,7.335360343,[Cl-].C[n+]1ccn(CCCCCCCCCCCCCC)c1
glo 40 hr,7.535360343,[Cl-].C[n+]1ccn(CCCCCCCCCCCCCC)c1
flor 40 hr,7.694130149,ClC(Cl)C(=O)CCl
glo 40 hr,7.390162159,CCCCCCI
flor 40 hr,7.25156112,O=C1C=CC(=O)N1
glo 40 hr,7.35156112,O=C1C=CC(=O)N1
flor 40 hr,7.656216615,FC1=CNC(=O)NC1=O
flor 40 hr,7.695551262,CS(=O)(=O)O.NC(=O)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN4C[C@H]5CCCC[C@H]5C[C@H]4C(=O)NC(C)(C)C
flor 40 hr,7.389737118,[Zn+2].[S-]C(=S)N(CCCC)CCCC.CCCCN(CCCC)C([S-])=S
glo 40 hr,7.389737118,[Zn+2].[S-]C(=S)N(CCCC)CCCC.CCCCN(CCCC)C([S-])=S
flor 40 hr,7.538086802,Cl.CN4CCCCC4CCN1c3ccccc3Sc2ccc(SC)cc12
glo 40 hr,7.488086802,Cl.CN4CCCCC4CCN1c3ccccc3Sc2ccc(SC)cc12
glo 40 hr,7.391064221,[Na+].[Na+].[O-]C(=O)c4ccccc4C=2c3cc(I)c([O-])c(I)c3OC=1C=2C=C(I)C(=O)C=1I
flor 40 hr,7.593233382,Brc2cc3ccccc3c1ccccc12
flor 40 hr,7.596706348,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O
glo 40 hr,7.546706348,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O
flor 40 hr,7.291647078,NS(=O)(=O)c2cc(c(NCc1ccco1)cc2Cl)C(=O)O
flor 40 hr,7.088992461,[Na+].[Na+].O.O.[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
flor 40 hr,7.690374549,Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5
glo 40 hr,7.48830004,[I-].C[N+]1(CCCC)CCCCC1
glo 40 hr,7.391594118,[I-].CCC[N+]1(C)CCCCC1
flor 40 hr,7.596076619,[K+].F[B-](F)(F)F
flor 40 hr,7.089737118,[Na+].[Na+].[O-]S(=O)(=O)c5cc(/N=N/c1ccc(cc1)c2ccc(cc2)/N=N/c3cc(c4ccccc4c3N)S([O-])(=O)=O)c(N)c6ccccc56
glo 40 hr,7.689737118,[Na+].[Na+].[O-]S(=O)(=O)c5cc(/N=N/c1ccc(cc1)c2ccc(cc2)/N=N/c3cc(c4ccccc4c3N)S([O-])(=O)=O)c(N)c6ccccc56
flor 40 hr,7.395130596,O=C(C)C(Cl)C(=O)OCC
flor 40 hr,7.016488182,O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
glo 40 hr,7.241488182,O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
flor 40 hr,7.686965869,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
flor 40 hr,6.639683963,Clc1cc(N)c(Cl)cc1c2cc(Cl)c(N)cc2Cl
flor 40 hr,7.342493708,ClC=1C(Cl)=C(Cl)C(Cl)(Cl)C=1Cl
flor 40 hr,7.392123477,O=C(OCCOCCOCCOCCOC(=O)C=C)C=C
flor 40 hr,7.488246738,NS(=O)(=O)c1ccc(cc1)n3nc(cc3c2ccc(C)cc2)C(F)(F)F
flor 40 hr,7.743444525,COc1ccc(cc1)C3=COc2cc(O)cc(O)c2C3=O
flor 40 hr,7.240055931,Cc1cc(C)ccc1[N+](=O)[O-]
flor 40 hr,7.109809021,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
flor 40 hr,7.409809021,CC=O
glo 40 hr,7.509809021,CC=O
flor 40 hr,7.390109048,N#C[N-]C#N.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
glo 40 hr,7.390109048,N#C[N-]C#N.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
flor 40 hr,7.739364922,C[C@@H]3CC[C@@H]1[C@]23C[C@H](C1(C)C)[C@](C)(O)CC2
flor 40 hr,7.638885994,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
glo 40 hr,7.688885994,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
flor 40 hr,7.381810678,[O-][N+](=O)CCC
flor 40 hr,7.644656939,Oc1ccc(cc1)C(C)(C)CC
flor 40 hr,7.689418109,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
glo 40 hr,7.239577638,O=C3c2cccc1cccc(c12)C3=O
flor 40 hr,7.198643237,[Na+].CN(C)C([S-])=S
flor 40 hr,7.58530674,Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC
flor 40 hr,7.101562888,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
glo 40 hr,7.551562888,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
flor 40 hr,6.739949682,O=C(OC)Nc1nc2ccccc2n1
flor 40 hr,7.759809021,O=NN1CCCC1
flor 40 hr,7.389471291,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
glo 40 hr,7.389471291,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
flor 40 hr,7.324177946,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCCCC
glo 40 hr,7.546181626,[I-].CCCCn1cc[n+](C)c1
glo 40 hr,7.695919067,[I-].Cc1ccc[n+](CCCC)c1
flor 40 hr,7.687713425,[Cl-].Cc1cc[n+](CCCC)cc1
flor 40 hr,7.197754209,Oc4cc5Oc1cc(O)ccc1C3(OC(=O)c2cc(\N=C=S)ccc23)c5cc4
flor 40 hr,7.046548987,BrCCCCCCCCCCCCO
flor 40 hr,7.335038643,N=C2Nc1ncnc1C(=O)N2C
flor 40 hr,7.695025376,CC(C)(C)c1ccccc1O
flor 40 hr,7.694077441,c1cc(ccc1)c2ccccc2
flor 40 hr,7.186163724,O=C2c3c(O[C@]12C(=CC(=O)C[C@H]1C)OC)c(Cl)c(OC)cc3OC
flor 40 hr,7.684985007,Nc1ccc(cc1)c2ccc(N)cc2
flor 40 hr,7.689471291,[Cl-].C[n+]1ccn(CCCCCCCCCC)c1
flor 40 hr,7.689205328,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCC)c1
flor 40 hr,7.484877719,c1ccc2Oc3ccccc3Oc2c1
glo 40 hr,6.286110204,CC(=O)O[Hg]c1ccccc1
flor 40 hr,7.690268365,[NH4+].[O-]S(=O)(=O)OCCCCCCCCCCCC
glo 40 hr,7.653117577,[I-].Cc1[n+](C)ccn1CCC
flor 40 hr,7.190586853,[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
glo 40 hr,7.290586853,[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
flor 40 hr,7.289577638,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.389577638,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.347335317,FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.547335317,FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,6.044498958,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
glo 40 hr,6.294498958,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
flor 40 hr,7.093972008,[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
flor 40 hr,7.64381382,[I-].C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.69381382,[I-].C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.541170244,[I-].CC[n+]1ccccc1
glo 40 hr,7.398015845,CCCCCCCCCI
glo 40 hr,7.341964726,CCCCCCCCCCCCI
flor 40 hr,7.739418109,Nc1ccc(N)c2ccccc12
flor 40 hr,7.333642312,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
glo 40 hr,7.533642312,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
flor 40 hr,6.634998127,c1c4c5ccccc5ccc4cc3c1ccc2ccccc23
flor 40 hr,7.346758791,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
glo 40 hr,7.346758791,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
flor 40 hr,7.536431243,C[n+]1ccn(CC)c1.[O-]P(=O)(OCC)OCC
glo 40 hr,7.636431243,C[n+]1ccn(CC)c1.[O-]P(=O)(OCC)OCC
flor 40 hr,7.141647078,c3cc4c1ccccc1c2cc5ccccc5cc2c4cc3
flor 40 hr,7.538992461,Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)c4cc3
flor 40 hr,7.341435206,c1c4ccccc4cc3c1ccc2ccccc23
flor 40 hr,7.402599274,O=C1C=C(C)CC(C)(C)C1
glo 40 hr,7.638353335,Oc1c(cc(Br)cc1Br)C(=O)Nc2ccc(Br)cc2
flor 40 hr,7.065910398,[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]1(C)CC[C@@]3([H])[C@@]([H])(CC[C@@]4([H])C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]34C)[C@]1([H])[C@@H]2O
glo 40 hr,7.415910398,[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]1(C)CC[C@@]3([H])[C@@]([H])(CC[C@@]4([H])C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]34C)[C@]1([H])[C@@H]2O
flor 40 hr,7.643972008,c1ccnc3c1ccc2cccnc23
flor 40 hr,7.641117235,Oc1ccc(cc1)C(C)(CC(C)C)c2ccc(O)cc2
flor 40 hr,7.541329237,CN(C)c1ccc(N=O)cc1
flor 40 hr,6.280026737,c1cccc5c1cc4c2c5cccc2c3ccccc34
glo 40 hr,7.543286176,[I-].C[N+]1(CCC)CCCC1
flor 40 hr,7.142705151,O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
glo 40 hr,7.292705151,O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
flor 40 hr,6.426066734,[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
glo 40 hr,6.376066734,[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
flor 40 hr,7.63584252,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
glo 40 hr,7.68584252,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
flor 40 hr,7.691223247,[Na+].[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)/N=N/C3=C(NN(c2ccc(cc2)S([O-])(=O)=O)C3=O)C([O-])=O
flor 40 hr,7.694182852,OC1CCCCCCCCCCC1
flor 40 hr,7.73915212,c1cccc2sc(nc12)SSN3CCOCC3
flor 40 hr,7.623268326,[Na+].O=S(=O)([O-])C(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC
flor 40 hr,6.845867166,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
glo 40 hr,7.745867166,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
flor 40 hr,5.495498698,CCCC[Sn](Cl)(Cl)CCCC
glo 40 hr,5.295498698,CCCC[Sn](Cl)(Cl)CCCC
flor 40 hr,7.639098905,CC(C)(C)c1cc(C)ccc1O
