experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity
exp_1084,0.001,0.1,32,7,0.1,1.0,1.0,1e-05,5,300,50,scaffold,80.8077,,42.1096,,52,True,2025-11-20 07:07:35,0.3877,0.4386,0.6097,1.0000,0.0000,0.4047,0.4464,0.6173,1.0000,0.0000
exp_1081,1e-05,0.1,32,3,1.0,1.0,0.1,0.0001,5,300,50,scaffold,80.8846,,83.0321,,88,True,2025-11-20 07:10:57,0.7874,0.4386,0.6097,1.0000,0.0000,0.7436,0.4464,0.6173,1.0000,0.0000
exp_1086,0.0001,0.1,32,3,1.0,0.1,1.0,0.0,5,300,50,scaffold,82.7533,,80.7568,,58,True,2025-11-20 07:17:54,0.7290,0.4386,0.6097,1.0000,0.0000,0.6928,0.4464,0.6173,1.0000,0.0000
exp_1082,1e-05,0.3,512,3,0.1,0.01,1.0,1e-05,5,300,50,scaffold,83.4831,,85.7667,,500,False,2025-11-20 07:18:38,0.8183,0.4540,0.6161,0.9991,0.0282,0.7900,0.4683,0.6268,1.0000,0.0396
exp_1088,0.001,0.3,512,5,1.0,1.0,1.0,0.0001,5,300,50,scaffold,81.0453,,66.0902,,56,True,2025-11-20 07:20:48,0.5566,0.4386,0.6097,1.0000,0.0000,0.5352,0.4464,0.6173,1.0000,0.0000
exp_1089,0.001,0.0,32,3,1.0,0.01,1.0,1e-05,5,300,50,scaffold,82.1125,,49.1962,,51,True,2025-11-20 07:28:45,0.4260,0.4386,0.6097,1.0000,0.0000,0.4042,0.4464,0.6173,1.0000,0.0000
exp_1085,1e-05,0.0,512,3,1.0,1.0,0.1,1e-05,5,300,50,scaffold,82.3466,,85.2107,,500,False,2025-11-20 07:29:22,0.8090,0.4637,0.6202,0.9982,0.0462,0.7762,0.4805,0.6322,1.0000,0.0616
exp_1087,0.0001,0.3,512,3,0.01,1.0,0.1,0.0,5,300,50,scaffold,85.4278,,87.5867,,500,False,2025-11-20 07:33:42,0.8351,0.4467,0.6130,0.9991,0.0152,0.8095,0.4602,0.6232,1.0000,0.0249
exp_1092,0.001,0.0,512,7,1.0,0.1,0.1,0.0,5,300,50,scaffold,83.0385,,84.6441,,127,True,2025-11-20 07:35:28,0.7952,0.4520,0.6155,1.0000,0.0238,0.7724,0.4659,0.6257,1.0000,0.0352
exp_1093,0.001,0.0,512,5,0.01,0.1,1.0,0.0,5,300,50,scaffold,84.8415,,86.1572,,188,True,2025-11-20 07:42:02,0.8134,0.4941,0.6338,0.9982,0.1004,0.8018,0.5089,0.6439,0.9945,0.1173
exp_1090,1e-05,0.0,512,3,0.01,0.1,1.0,1e-05,5,300,50,scaffold,82.9988,,85.6633,,500,False,2025-11-20 07:43:59,0.8168,0.4641,0.6203,0.9982,0.0469,0.7843,0.4813,0.6325,1.0000,0.0630
exp_1095,0.001,0.3,512,7,1.0,0.1,1.0,0.0,5,300,50,scaffold,83.1413,,76.0769,,89,True,2025-11-20 07:46:17,0.7075,0.4410,0.6108,1.0000,0.0043,0.6993,0.4497,0.6187,1.0000,0.0059
exp_1094,0.0001,0.0,32,3,0.01,0.1,0.1,1e-05,5,300,50,scaffold,83.3140,,67.8015,,63,True,2025-11-20 07:47:04,0.5652,0.4386,0.6097,1.0000,0.0000,0.5605,0.4464,0.6173,1.0000,0.0000
exp_1091,1e-05,0.0,32,7,0.01,0.1,1.0,0.0001,5,300,50,scaffold,79.3494,,81.8890,,122,True,2025-11-20 07:53:19,0.7738,0.4386,0.6097,1.0000,0.0000,0.7235,0.4464,0.6173,1.0000,0.0000
exp_1098,0.001,0.1,32,7,1.0,0.1,0.1,0.0,5,300,50,scaffold,79.4186,,64.8123,,51,True,2025-11-20 07:56:58,0.5598,0.4386,0.6097,1.0000,0.0000,0.5452,0.4464,0.6173,1.0000,0.0000
exp_1097,0.0001,0.1,32,7,0.1,1.0,0.1,0.0,5,300,50,scaffold,82.9086,,66.5974,,94,True,2025-11-20 08:05:22,0.5418,0.4386,0.6097,1.0000,0.0000,0.5646,0.4464,0.6173,1.0000,0.0000
exp_1096,1e-05,0.1,512,3,0.01,0.01,0.1,0.0,5,300,50,scaffold,83.8762,,86.4781,,500,False,2025-11-20 08:06:31,0.8255,0.4694,0.6227,0.9982,0.0563,0.7954,0.4846,0.6340,1.0000,0.0689
exp_1100,0.001,0.1,32,7,1.0,1.0,0.1,0.0,5,300,50,scaffold,79.1370,,60.6740,,51,True,2025-11-20 08:06:46,0.5052,0.4386,0.6097,1.0000,0.0000,0.5171,0.4464,0.6173,1.0000,0.0000
exp_1099,1e-05,0.0,32,5,0.01,0.01,0.1,1e-05,5,300,50,scaffold,84.4147,,86.6484,,131,True,2025-11-20 08:21:21,0.8344,0.4386,0.6097,1.0000,0.0000,0.7879,0.4464,0.6173,1.0000,0.0000
