experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,features
ablation_Basic_Phys_ECFP_33,0.0005,0.3,128,7,0.1,0.01,1,0,3,300,50,scaffold,99.7830,80.1786,,80.0502,,59,True,2025-11-23 06:34:05,0.9971,0.9884,0.9890,0.9981,0.9778,0.7862,0.6823,0.7448,0.7624,0.5579,0.8510,0.7454,0.7898,0.7984,0.6661,basic+ecfp+phys
ablation_Basic_6,0.001,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,99.4534,83.4167,,86.9245,,59,True,2025-11-23 06:35:49,0.9951,0.9621,0.9641,0.9741,0.9491,0.8363,0.7634,0.8076,0.8167,0.6807,0.9043,0.7927,0.8322,0.8580,0.6952,basic
ablation_Basic_MACCS_ECFP_57,0.0001,0.3,128,7,0.1,0.01,1,0,3,300,50,scaffold,99.7202,79.0331,,80.9703,,73,True,2025-11-23 06:36:18,0.9973,0.9784,0.9792,0.9752,0.9819,0.7973,0.6836,0.7319,0.7104,0.6421,0.8578,0.7481,0.7887,0.7847,0.6935,basic+ecfp+maccs
ablation_Basic_Phys_ECFP_32,0.0005,0.3,32,7,0.1,0.01,1,0,3,300,50,scaffold,89.8760,74.5241,,78.3233,,52,True,2025-11-23 06:36:28,0.8634,0.8439,0.8639,0.9492,0.7290,0.6498,0.6025,0.7060,0.7851,0.3193,0.8302,0.7282,0.7841,0.8236,0.5856,basic+ecfp+phys
ablation_Basic_Phys_MACCS_9,0.001,0.3,128,7,0.1,0.01,1,0,3,300,50,scaffold,99.6256,84.2149,,85.3538,,102,True,2025-11-23 06:37:29,0.9966,0.9704,0.9714,0.9635,0.9778,0.8366,0.7607,0.8058,0.8167,0.6737,0.8827,0.7790,0.8162,0.8190,0.7192,basic+maccs+phys
ablation_MACCS_52,0.0001,0.3,32,5,0.1,0.01,1,0,3,300,50,scaffold,94.1091,83.9073,,84.7348,,91,True,2025-11-23 06:37:37,0.9334,0.8624,0.8758,0.9293,0.7893,0.8314,0.7634,0.8201,0.8869,0.5719,0.8920,0.7749,0.8210,0.8614,0.6455,basic+maccs
ablation_Phys_29,0.0005,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,97.5716,82.1973,,86.0878,,167,True,2025-11-23 06:38:54,0.9776,0.9183,0.9220,0.9240,0.9121,0.8558,0.7538,0.7940,0.7805,0.7123,0.8910,0.8030,0.8374,0.8465,0.7380,basic+phys
ablation_Basic_MACCS_ECFP_56,0.0001,0.3,32,7,0.1,0.01,1,0,3,300,50,scaffold,91.7930,78.1210,,77.1172,,60,True,2025-11-23 06:39:40,0.8929,0.8536,0.8725,0.9598,0.7376,0.7018,0.6135,0.7112,0.7828,0.3509,0.8268,0.7056,0.7610,0.7824,0.5908,basic+ecfp+maccs
ablation_Basic_9,0.001,0.3,128,7,0.1,0.01,1,0,3,300,50,scaffold,96.4291,84.6416,,86.5083,,77,True,2025-11-23 06:40:03,0.9645,0.9020,0.9053,0.8970,0.9076,0.8899,0.7703,0.8087,0.7986,0.7263,0.9003,0.8092,0.8424,0.8511,0.7466,basic
ablation_Basic_Phys_ECFP_35,0.0005,0.3,128,7,0.1,0.01,1,0,5,300,50,scaffold,99.5823,80.7407,,84.3543,,53,True,2025-11-23 06:40:22,0.9954,0.9806,0.9816,0.9910,0.9692,0.7660,0.6602,0.7203,0.7195,0.5684,0.8756,0.7865,0.8203,0.8133,0.7466,basic+ecfp+phys
