experiment_id,timestamp,lr,dropout_ratio,batch_size,num_experts,num_layer,emb_dim,decay,features,Test_Metric_Mean,Test_Metric_Std,Test_auprc_mean,Test_auprc_std,Test_accuracy_mean,Test_accuracy_std,Test_f1_mean,Test_f1_std,Test_sensitivity_mean,Test_sensitivity_std,Test_specificity_mean,Test_specificity_std
ablation_Phys_57,2025-11-25 03:05:50,0.001,0.5,128,3,3,300,0.0,basic+phys,84.6533,1.5308,0.8890,0.0127,0.7852,0.0131,0.8239,0.0127,0.8134,0.0310,0.7403,0.0209
ablation_Phys_64,2025-11-25 03:06:10,0.001,0.5,128,3,5,300,1e-05,basic+phys,85.5978,0.7821,0.9028,0.0062,0.7863,0.0126,0.8244,0.0155,0.8135,0.0363,0.7422,0.0284
ablation_Phys_48,2025-11-25 03:16:40,0.001,0.3,32,7,7,300,0.0,basic+phys,84.3255,1.7478,0.8947,0.0113,0.7708,0.0188,0.8061,0.0217,0.7731,0.0456,0.7666,0.0357
ablation_Phys_58,2025-11-25 03:16:45,0.001,0.5,128,3,3,300,1e-05,basic+phys,84.2581,1.0705,0.8885,0.0114,0.7804,0.0078,0.8211,0.0089,0.8153,0.0279,0.7244,0.0313
ablation_Phys_32,2025-11-25 03:17:42,0.001,0.3,32,5,7,300,0.0001,basic+phys,83.4173,0.9947,0.8875,0.0109,0.7695,0.0136,0.8087,0.0102,0.7869,0.0168,0.7416,0.0182
ablation_Phys_49,2025-11-25 03:18:05,0.001,0.3,32,7,7,300,1e-05,basic+phys,84.3923,1.5781,0.8946,0.0105,0.7745,0.0210,0.8114,0.0281,0.7915,0.0651,0.7459,0.0536
ablation_Phys_69,2025-11-25 03:25:29,0.001,0.5,128,3,7,300,0.0,basic+phys,84.0497,1.6836,0.8867,0.0094,0.7757,0.0185,0.8145,0.0203,0.7985,0.0418,0.7377,0.0301
ablation_Phys_70,2025-11-25 03:28:04,0.001,0.5,128,3,7,300,1e-05,basic+phys,84.2495,1.7377,0.8889,0.0114,0.7801,0.0177,0.8183,0.0191,0.8029,0.0390,0.7419,0.0305
ablation_Phys_71,2025-11-25 03:29:19,0.001,0.5,128,3,7,300,0.0001,basic+phys,84.5765,1.1338,0.8913,0.0092,0.7813,0.0101,0.8163,0.0107,0.7858,0.0226,0.7749,0.0159
ablation_Phys_60,2025-11-25 03:30:11,0.001,0.5,32,3,5,300,0.0,basic+phys,85.0781,1.0905,0.8976,0.0062,0.7857,0.0161,0.8254,0.0175,0.8208,0.0361,0.7298,0.0239
ablation_Phys_61,2025-11-25 03:37:51,0.001,0.5,32,3,5,300,1e-05,basic+phys,84.8590,0.5257,0.8963,0.0053,0.7763,0.0183,0.8107,0.0224,0.7782,0.0457,0.7736,0.0305
ablation_Phys_50,2025-11-25 03:37:53,0.001,0.3,32,7,7,300,0.0001,basic+phys,84.2413,1.4342,0.8960,0.0079,0.7817,0.0106,0.8200,0.0156,0.8064,0.0450,0.7418,0.0472
ablation_Phys_82,2025-11-25 03:44:58,0.001,0.5,128,5,5,300,1e-05,basic+phys,84.8466,1.1002,0.8988,0.0060,0.7782,0.0105,0.8173,0.0140,0.8040,0.0389,0.7374,0.0400
ablation_Phys_81,2025-11-25 03:45:23,0.001,0.5,128,5,5,300,0.0,basic+phys,84.8267,1.0388,0.8995,0.0052,0.7780,0.0088,0.8174,0.0113,0.8045,0.0348,0.7364,0.0415
ablation_Phys_76,2025-11-25 03:47:04,0.001,0.5,128,5,3,300,1e-05,basic+phys,84.6368,1.4943,0.8890,0.0144,0.7761,0.0196,0.8152,0.0213,0.8013,0.0430,0.7352,0.0239
ablation_Phys_62,2025-11-25 03:50:04,0.001,0.5,32,3,5,300,0.0001,basic+phys,84.8043,0.9874,0.8954,0.0080,0.7772,0.0167,0.8140,0.0195,0.7904,0.0363,0.7561,0.0178
ablation_Phys_77,2025-11-25 03:50:14,0.001,0.5,128,5,3,300,0.0001,basic+phys,84.3864,1.6153,0.8879,0.0159,0.7736,0.0193,0.8128,0.0215,0.7974,0.0427,0.7349,0.0272
ablation_Phys_75,2025-11-25 03:50:31,0.001,0.5,128,5,3,300,0.0,basic+phys,84.4786,1.5774,0.8894,0.0130,0.7769,0.0159,0.8168,0.0176,0.8060,0.0413,0.7303,0.0260
ablation_Phys_83,2025-11-25 03:53:12,0.001,0.5,128,5,5,300,0.0001,basic+phys,84.8199,1.1254,0.8988,0.0064,0.7768,0.0124,0.8145,0.0162,0.7948,0.0403,0.7483,0.0333
ablation_Phys_54,2025-11-25 03:57:32,0.001,0.5,32,3,3,300,0.0,basic+phys,84.5196,1.2065,0.8925,0.0096,0.7746,0.0207,0.8143,0.0297,0.8081,0.0761,0.7162,0.0848
ablation_Phys_56,2025-11-25 04:01:20,0.001,0.5,32,3,3,300,0.0001,basic+phys,84.8839,0.8355,0.8949,0.0049,0.7761,0.0166,0.8132,0.0191,0.7905,0.0474,0.7542,0.0415
ablation_Phys_67,2025-11-25 04:04:22,0.001,0.5,32,3,7,300,1e-05,basic+phys,85.0051,0.9114,0.8977,0.0073,0.7813,0.0132,0.8206,0.0166,0.8113,0.0430,0.7331,0.0446
ablation_Phys_78,2025-11-25 04:07:33,0.001,0.5,32,5,5,300,0.0,basic+phys,85.0264,1.1082,0.8948,0.0075,0.7852,0.0114,0.8232,0.0156,0.8112,0.0432,0.7425,0.0427
ablation_Phys_87,2025-11-25 04:10:22,0.001,0.5,128,5,7,300,0.0,basic+phys,84.9485,1.1834,0.8976,0.0077,0.7787,0.0087,0.8191,0.0113,0.8112,0.0320,0.7268,0.0343
ablation_Phys_88,2025-11-25 04:14:04,0.001,0.5,128,5,7,300,1e-05,basic+phys,84.5374,1.1982,0.8908,0.0092,0.7787,0.0115,0.8200,0.0126,0.8162,0.0319,0.7192,0.0379
ablation_Phys_55,2025-11-25 04:15:34,0.001,0.5,32,3,3,300,1e-05,basic+phys,84.8193,0.9918,0.8957,0.0072,0.7824,0.0119,0.8257,0.0118,0.8339,0.0240,0.6986,0.0220
ablation_Phys_79,2025-11-25 04:16:07,0.001,0.5,32,5,5,300,1e-05,basic+phys,85.1541,1.3021,0.8986,0.0071,0.7805,0.0129,0.8177,0.0156,0.7982,0.0457,0.7534,0.0462
ablation_Phys_66,2025-11-25 04:17:45,0.001,0.5,32,3,7,300,0.0,basic+phys,85.0873,0.9907,0.8964,0.0076,0.7846,0.0106,0.8228,0.0151,0.8107,0.0384,0.7420,0.0396
ablation_Phys_89,2025-11-25 04:21:13,0.001,0.5,128,5,7,300,0.0001,basic+phys,84.7323,1.2100,0.8932,0.0082,0.7859,0.0117,0.8237,0.0140,0.8103,0.0316,0.7457,0.0276
ablation_Phys_80,2025-11-25 04:21:47,0.001,0.5,32,5,5,300,0.0001,basic+phys,85.4136,1.2448,0.8990,0.0101,0.7850,0.0153,0.8220,0.0199,0.8062,0.0481,0.7511,0.0388
ablation_Phys_74,2025-11-25 04:26:47,0.001,0.5,32,5,3,300,0.0001,basic+phys,84.6829,1.4207,0.8937,0.0128,0.7750,0.0143,0.8166,0.0147,0.8112,0.0403,0.7187,0.0426
ablation_Phys_94,2025-11-25 04:29:45,0.001,0.5,128,7,3,300,1e-05,basic+phys,84.7229,1.6242,0.8934,0.0123,0.7776,0.0209,0.8147,0.0185,0.7909,0.0286,0.7564,0.0096
ablation_Phys_73,2025-11-25 04:30:55,0.001,0.5,32,5,3,300,1e-05,basic+phys,84.5656,1.3900,0.8895,0.0130,0.7787,0.0163,0.8210,0.0180,0.8231,0.0478,0.7075,0.0498
ablation_Phys_68,2025-11-25 04:31:50,0.001,0.5,32,3,7,300,0.0001,basic+phys,83.9204,1.3295,0.8857,0.0118,0.7754,0.0154,0.8122,0.0180,0.7874,0.0409,0.7571,0.0307
ablation_Phys_72,2025-11-25 04:33:04,0.001,0.5,32,5,3,300,0.0,basic+phys,84.6105,1.2103,0.8925,0.0104,0.7764,0.0108,0.8147,0.0149,0.7973,0.0438,0.7432,0.0432
ablation_Phys_95,2025-11-25 04:33:17,0.001,0.5,128,7,3,300,0.0001,basic+phys,84.9787,1.6536,0.8931,0.0141,0.7809,0.0207,0.8197,0.0227,0.8088,0.0491,0.7362,0.0302
ablation_Phys_93,2025-11-25 04:33:34,0.001,0.5,128,7,3,300,0.0,basic+phys,84.8812,1.6916,0.8941,0.0133,0.7790,0.0191,0.8199,0.0199,0.8163,0.0487,0.7181,0.0414
ablation_Phys_99,2025-11-25 04:34:43,0.001,0.5,128,7,5,300,0.0,basic+phys,85.3256,0.9435,0.9003,0.0068,0.7860,0.0075,0.8254,0.0093,0.8187,0.0260,0.7333,0.0305
ablation_Phys_100,2025-11-25 04:36:37,0.001,0.5,128,7,5,300,1e-05,basic+phys,85.2930,0.8672,0.9004,0.0060,0.7883,0.0068,0.8269,0.0073,0.8179,0.0239,0.7411,0.0339
ablation_Phys_101,2025-11-25 04:37:44,0.001,0.5,128,7,5,300,0.0001,basic+phys,85.2694,0.8278,0.8994,0.0049,0.7867,0.0093,0.8255,0.0102,0.8162,0.0252,0.7399,0.0276
ablation_Phys_85,2025-11-25 04:46:59,0.001,0.5,32,5,7,300,1e-05,basic+phys,84.7586,0.7170,0.8962,0.0059,0.7844,0.0113,0.8247,0.0122,0.8207,0.0249,0.7254,0.0338
ablation_Phys_106,2025-11-25 04:52:11,0.001,0.5,128,7,7,300,1e-05,basic+phys,85.0186,1.2083,0.8960,0.0086,0.7867,0.0156,0.8250,0.0171,0.8147,0.0360,0.7407,0.0306
ablation_Phys_105,2025-11-25 04:53:14,0.001,0.5,128,7,7,300,0.0,basic+phys,84.8830,1.3091,0.8964,0.0086,0.7816,0.0136,0.8217,0.0154,0.8153,0.0371,0.7272,0.0383
ablation_Phys_107,2025-11-25 04:56:28,0.001,0.5,128,7,7,300,0.0001,basic+phys,84.8866,1.2801,0.8944,0.0074,0.7885,0.0106,0.8291,0.0108,0.8302,0.0228,0.7206,0.0181
ablation_Phys_96,2025-11-25 04:57:21,0.001,0.5,32,7,5,300,0.0,basic+phys,85.3506,1.0215,0.8996,0.0077,0.7802,0.0095,0.8170,0.0092,0.7934,0.0204,0.7581,0.0349
ablation_Phys_84,2025-11-25 05:01:51,0.001,0.5,32,5,7,300,0.0,basic+phys,85.0626,1.0676,0.8960,0.0082,0.7881,0.0118,0.8293,0.0173,0.8363,0.0485,0.7091,0.0514
ablation_Phys_113,2025-11-25 05:07:19,0.0005,0.3,128,3,3,300,0.0001,basic+phys,84.3107,1.4868,0.8877,0.0107,0.7786,0.0122,0.8177,0.0143,0.8043,0.0374,0.7372,0.0369
ablation_Phys_97,2025-11-25 05:07:40,0.001,0.5,32,7,5,300,1e-05,basic+phys,85.3098,0.7296,0.9012,0.0067,0.7779,0.0138,0.8137,0.0183,0.7874,0.0471,0.7624,0.0488
ablation_Phys_111,2025-11-25 05:08:21,0.0005,0.3,128,3,3,300,0.0,basic+phys,84.3696,1.4252,0.8861,0.0109,0.7801,0.0117,0.8201,0.0141,0.8119,0.0354,0.7290,0.0264
ablation_Phys_112,2025-11-25 05:08:33,0.0005,0.3,128,3,3,300,1e-05,basic+phys,84.2742,1.3987,0.8856,0.0110,0.7790,0.0125,0.8189,0.0138,0.8091,0.0367,0.7305,0.0324
ablation_Phys_117,2025-11-25 05:10:16,0.0005,0.3,128,3,5,300,0.0,basic+phys,84.2918,0.7976,0.8942,0.0050,0.7698,0.0148,0.8103,0.0213,0.7991,0.0516,0.7218,0.0495
ablation_Phys_118,2025-11-25 05:15:43,0.0005,0.3,128,3,5,300,1e-05,basic+phys,84.3046,0.7951,0.8940,0.0056,0.7687,0.0155,0.8078,0.0214,0.7899,0.0510,0.7342,0.0433
ablation_Phys_119,2025-11-25 05:19:40,0.0005,0.3,128,3,5,300,0.0001,basic+phys,85.0152,1.1444,0.8965,0.0070,0.7809,0.0176,0.8186,0.0203,0.8022,0.0403,0.7457,0.0220
ablation_Phys_98,2025-11-25 05:21:18,0.001,0.5,32,7,5,300,0.0001,basic+phys,85.4876,0.9673,0.9006,0.0052,0.7890,0.0137,0.8270,0.0164,0.8175,0.0351,0.7420,0.0239
ablation_Phys_90,2025-11-25 05:23:09,0.001,0.5,32,7,3,300,0.0,basic+phys,84.7556,1.4418,0.8929,0.0114,0.7756,0.0124,0.8151,0.0160,0.8028,0.0497,0.7328,0.0559
ablation_Phys_86,2025-11-25 05:24:21,0.001,0.5,32,5,7,300,0.0001,basic+phys,84.9163,1.0662,0.8937,0.0086,0.7871,0.0139,0.8278,0.0176,0.8300,0.0382,0.7166,0.0288
ablation_Phys_91,2025-11-25 05:24:39,0.001,0.5,32,7,3,300,1e-05,basic+phys,84.8403,1.1723,0.8939,0.0075,0.7764,0.0148,0.8158,0.0184,0.8036,0.0471,0.7306,0.0518
ablation_Phys_124,2025-11-25 05:31:28,0.0005,0.3,128,3,7,300,1e-05,basic+phys,82.9758,1.0924,0.8825,0.0092,0.7628,0.0152,0.8030,0.0226,0.7865,0.0594,0.7247,0.0593
ablation_Phys_123,2025-11-25 05:34:58,0.0005,0.3,128,3,7,300,0.0,basic+phys,82.8476,1.0011,0.8810,0.0070,0.7601,0.0090,0.7999,0.0165,0.7785,0.0501,0.7302,0.0593
ablation_Phys_114,2025-11-25 05:35:26,0.0005,0.3,32,3,5,300,0.0,basic+phys,85.0073,0.8364,0.8990,0.0049,0.7776,0.0118,0.8172,0.0180,0.8069,0.0458,0.7299,0.0468
ablation_Phys_92,2025-11-25 05:37:21,0.001,0.5,32,7,3,300,0.0001,basic+phys,84.8332,1.0586,0.8936,0.0086,0.7776,0.0109,0.8144,0.0100,0.7888,0.0156,0.7593,0.0356
ablation_Phys_108,2025-11-25 05:37:26,0.0005,0.3,32,3,3,300,0.0,basic+phys,83.9781,1.7316,0.8833,0.0143,0.7750,0.0214,0.8125,0.0266,0.7947,0.0678,0.7453,0.0535
ablation_Phys_125,2025-11-25 05:37:34,0.0005,0.3,128,3,7,300,0.0001,basic+phys,82.9585,0.8444,0.8833,0.0064,0.7617,0.0085,0.8063,0.0105,0.8028,0.0293,0.6960,0.0385
ablation_Phys_115,2025-11-25 05:37:41,0.0005,0.3,32,3,5,300,1e-05,basic+phys,84.8320,0.7925,0.8979,0.0033,0.7750,0.0132,0.8157,0.0195,0.8086,0.0488,0.7201,0.0514
ablation_Phys_103,2025-11-25 05:38:51,0.001,0.5,32,7,7,300,1e-05,basic+phys,85.1612,0.7816,0.8987,0.0040,0.7828,0.0084,0.8235,0.0072,0.8193,0.0236,0.7240,0.0228
ablation_Phys_109,2025-11-25 05:39:40,0.0005,0.3,32,3,3,300,1e-05,basic+phys,83.3743,1.8633,0.8791,0.0150,0.7727,0.0194,0.8126,0.0240,0.8019,0.0594,0.7263,0.0522
ablation_Phys_116,2025-11-25 05:45:34,0.0005,0.3,32,3,5,300,0.0001,basic+phys,84.8870,0.8794,0.8942,0.0050,0.7863,0.0122,0.8258,0.0110,0.8193,0.0245,0.7330,0.0075
ablation_Phys_110,2025-11-25 05:55:40,0.0005,0.3,32,3,3,300,0.0001,basic+phys,83.6868,1.5660,0.8802,0.0149,0.7693,0.0237,0.8076,0.0302,0.7907,0.0723,0.7353,0.0571
ablation_Phys_129,2025-11-25 05:57:24,0.0005,0.3,128,5,3,300,0.0,basic+phys,84.3566,1.5813,0.8900,0.0117,0.7786,0.0174,0.8188,0.0198,0.8118,0.0452,0.7230,0.0505
ablation_Phys_102,2025-11-25 05:57:28,0.001,0.5,32,7,7,300,0.0,basic+phys,85.2696,0.8399,0.8999,0.0034,0.7864,0.0118,0.8234,0.0140,0.8069,0.0406,0.7542,0.0436
ablation_Phys_130,2025-11-25 06:00:03,0.0005,0.3,128,5,3,300,1e-05,basic+phys,84.4126,1.5382,0.8903,0.0124,0.7757,0.0189,0.8138,0.0222,0.7959,0.0458,0.7418,0.0387
ablation_Phys_136,2025-11-25 06:00:30,0.0005,0.3,128,5,5,300,1e-05,basic+phys,84.9812,1.0152,0.9012,0.0075,0.7772,0.0121,0.8172,0.0158,0.8074,0.0384,0.7284,0.0454
ablation_Phys_104,2025-11-25 06:01:54,0.001,0.5,32,7,7,300,0.0001,basic+phys,84.9466,0.9276,0.8957,0.0042,0.7848,0.0177,0.8206,0.0246,0.8011,0.0552,0.7568,0.0436
ablation_Phys_135,2025-11-25 06:02:23,0.0005,0.3,128,5,5,300,0.0,basic+phys,84.9938,0.9916,0.9014,0.0076,0.7760,0.0126,0.8162,0.0156,0.8061,0.0380,0.7275,0.0491
ablation_Phys_131,2025-11-25 06:02:40,0.0005,0.3,128,5,3,300,0.0001,basic+phys,84.4562,1.6747,0.8884,0.0150,0.7776,0.0140,0.8199,0.0148,0.8201,0.0380,0.7098,0.0281
ablation_Phys_141,2025-11-25 06:03:47,0.0005,0.3,128,5,7,300,0.0,basic+phys,83.3075,1.6659,0.8859,0.0112,0.7658,0.0080,0.8088,0.0088,0.8012,0.0268,0.7092,0.0213
ablation_Phys_137,2025-11-25 06:04:13,0.0005,0.3,128,5,5,300,0.0001,basic+phys,84.7266,1.0735,0.8991,0.0067,0.7774,0.0133,0.8171,0.0174,0.8066,0.0427,0.7303,0.0439
ablation_Phys_142,2025-11-25 06:05:08,0.0005,0.3,128,5,7,300,1e-05,basic+phys,83.2263,1.4586,0.8867,0.0101,0.7625,0.0132,0.8074,0.0125,0.8052,0.0274,0.6937,0.0338
ablation_Phys_143,2025-11-25 06:10:39,0.0005,0.3,128,5,7,300,0.0001,basic+phys,83.2802,1.6388,0.8854,0.0109,0.7661,0.0088,0.8082,0.0108,0.7978,0.0298,0.7154,0.0265
ablation_Phys_121,2025-11-25 06:14:44,0.0005,0.3,32,3,7,300,1e-05,basic+phys,83.7906,1.3080,0.8863,0.0093,0.7746,0.0190,0.8149,0.0198,0.8045,0.0375,0.7254,0.0184
ablation_Phys_120,2025-11-25 06:16:48,0.0005,0.3,32,3,7,300,0.0,basic+phys,83.6003,1.0663,0.8850,0.0093,0.7728,0.0155,0.8129,0.0179,0.8005,0.0408,0.7271,0.0306
ablation_Phys_132,2025-11-25 06:20:03,0.0005,0.3,32,5,5,300,0.0,basic+phys,85.3785,1.2040,0.9009,0.0064,0.7861,0.0105,0.8241,0.0142,0.8125,0.0425,0.7446,0.0407
ablation_Phys_133,2025-11-25 06:26:22,0.0005,0.3,32,5,5,300,1e-05,basic+phys,85.2979,1.2142,0.9009,0.0068,0.7861,0.0120,0.8242,0.0152,0.8126,0.0408,0.7442,0.0366
ablation_Phys_134,2025-11-25 06:27:13,0.0005,0.3,32,5,5,300,0.0001,basic+phys,84.9852,1.1330,0.8981,0.0062,0.7827,0.0145,0.8217,0.0183,0.8128,0.0493,0.7342,0.0438
ablation_Phys_153,2025-11-25 06:27:16,0.0005,0.3,128,7,5,300,0.0,basic+phys,84.9369,0.6131,0.8993,0.0014,0.7819,0.0085,0.8217,0.0106,0.8135,0.0232,0.7307,0.0187
ablation_Phys_154,2025-11-25 06:28:44,0.0005,0.3,128,7,5,300,1e-05,basic+phys,85.0084,0.5827,0.9001,0.0023,0.7822,0.0060,0.8213,0.0079,0.8098,0.0189,0.7376,0.0176
ablation_Phys_148,2025-11-25 06:34:48,0.0005,0.3,128,7,3,300,1e-05,basic+phys,84.5075,1.4914,0.8904,0.0125,0.7749,0.0136,0.8154,0.0180,0.8071,0.0465,0.7226,0.0396
ablation_Phys_147,2025-11-25 06:35:35,0.0005,0.3,128,7,3,300,0.0,basic+phys,84.6555,1.5026,0.8911,0.0125,0.7765,0.0122,0.8160,0.0175,0.8046,0.0481,0.7307,0.0458
ablation_Phys_149,2025-11-25 06:37:26,0.0005,0.3,128,7,3,300,0.0001,basic+phys,84.5671,1.5008,0.8906,0.0131,0.7758,0.0121,0.8199,0.0154,0.8270,0.0405,0.6924,0.0414
ablation_Phys_155,2025-11-25 06:38:19,0.0005,0.3,128,7,5,300,0.0001,basic+phys,85.1991,0.3377,0.9001,0.0026,0.7841,0.0045,0.8232,0.0071,0.8130,0.0136,0.7371,0.0135
ablation_Phys_122,2025-11-25 06:38:35,0.0005,0.3,32,3,7,300,0.0001,basic+phys,84.0052,1.0315,0.8914,0.0094,0.7746,0.0134,0.8138,0.0160,0.7988,0.0434,0.7322,0.0734
ablation_Phys_126,2025-11-25 06:42:35,0.0005,0.3,32,5,3,300,0.0,basic+phys,84.2921,1.1445,0.8882,0.0108,0.7735,0.0107,0.8206,0.0079,0.8377,0.0377,0.6715,0.0687
ablation_Phys_127,2025-11-25 06:46:15,0.0005,0.3,32,5,3,300,1e-05,basic+phys,84.1220,1.2488,0.8857,0.0133,0.7725,0.0134,0.8193,0.0125,0.8349,0.0472,0.6746,0.0717
ablation_Phys_138,2025-11-25 06:50:19,0.0005,0.3,32,5,7,300,0.0,basic+phys,83.4465,0.7138,0.8858,0.0069,0.7702,0.0044,0.8102,0.0083,0.7937,0.0236,0.7309,0.0366
ablation_Phys_159,2025-11-25 06:51:38,0.0005,0.3,128,7,7,300,0.0,basic+phys,83.4444,1.5899,0.8868,0.0136,0.7708,0.0142,0.8110,0.0217,0.8004,0.0596,0.7228,0.0626
ablation_Phys_161,2025-11-25 06:52:02,0.0005,0.3,128,7,7,300,0.0001,basic+phys,83.1335,1.9893,0.8828,0.0151,0.7710,0.0143,0.8137,0.0145,0.8092,0.0283,0.7082,0.0262
ablation_Phys_160,2025-11-25 06:54:33,0.0005,0.3,128,7,7,300,1e-05,basic+phys,83.5186,2.0525,0.8867,0.0164,0.7705,0.0171,0.8075,0.0204,0.7809,0.0438,0.7516,0.0463
ablation_Phys_139,2025-11-25 06:57:35,0.0005,0.3,32,5,7,300,1e-05,basic+phys,83.3358,1.4946,0.8854,0.0056,0.7739,0.0123,0.8134,0.0105,0.7962,0.0195,0.7363,0.0332
ablation_Phys_151,2025-11-25 06:59:03,0.0005,0.3,32,7,5,300,1e-05,basic+phys,84.8165,0.7221,0.8988,0.0043,0.7778,0.0121,0.8156,0.0166,0.7967,0.0362,0.7455,0.0316
ablation_Phys_152,2025-11-25 07:00:06,0.0005,0.3,32,7,5,300,0.0001,basic+phys,85.1068,0.6469,0.9005,0.0062,0.7812,0.0124,0.8185,0.0176,0.8006,0.0390,0.7484,0.0360
ablation_Phys_128,2025-11-25 07:03:53,0.0005,0.3,32,5,3,300,0.0001,basic+phys,84.4714,1.5083,0.8881,0.0134,0.7747,0.0178,0.8204,0.0172,0.8343,0.0506,0.6818,0.0691
ablation_Phys_144,2025-11-25 07:04:34,0.0005,0.3,32,7,3,300,0.0,basic+phys,84.7000,1.2941,0.8915,0.0114,0.7719,0.0234,0.8085,0.0256,0.7826,0.0577,0.7570,0.0365
ablation_Phys_150,2025-11-25 07:07:21,0.0005,0.3,32,7,5,300,0.0,basic+phys,84.8235,0.6897,0.8974,0.0059,0.7811,0.0144,0.8186,0.0180,0.8016,0.0425,0.7482,0.0338
ablation_Phys_140,2025-11-25 07:07:48,0.0005,0.3,32,5,7,300,0.0001,basic+phys,83.6568,1.1969,0.8889,0.0033,0.7738,0.0110,0.8135,0.0086,0.7971,0.0154,0.7355,0.0296
ablation_Phys_146,2025-11-25 07:10:25,0.0005,0.3,32,7,3,300,0.0001,basic+phys,84.5978,1.1826,0.8905,0.0112,0.7721,0.0185,0.8095,0.0214,0.7864,0.0525,0.7511,0.0463
ablation_Phys_145,2025-11-25 07:11:34,0.0005,0.3,32,7,3,300,1e-05,basic+phys,84.6838,1.2500,0.8909,0.0108,0.7734,0.0232,0.8094,0.0251,0.7816,0.0565,0.7623,0.0359
ablation_Phys_157,2025-11-25 07:22:15,0.0005,0.3,32,7,7,300,1e-05,basic+phys,83.2807,1.7787,0.8858,0.0130,0.7643,0.0224,0.8011,0.0263,0.7714,0.0508,0.7514,0.0347
ablation_Phys_156,2025-11-25 07:23:23,0.0005,0.3,32,7,7,300,0.0,basic+phys,83.8495,1.2725,0.8912,0.0061,0.7676,0.0123,0.8042,0.0151,0.7728,0.0322,0.7585,0.0280
ablation_Phys_171,2025-11-25 07:24:55,0.0005,0.5,128,3,5,300,0.0,basic+phys,84.9516,0.9432,0.8998,0.0055,0.7790,0.0123,0.8173,0.0156,0.8010,0.0343,0.7430,0.0241
ablation_Phys_172,2025-11-25 07:25:03,0.0005,0.5,128,3,5,300,1e-05,basic+phys,84.9765,0.9649,0.9001,0.0057,0.7794,0.0135,0.8173,0.0165,0.7999,0.0341,0.7459,0.0215
ablation_Phys_166,2025-11-25 07:28:05,0.0005,0.5,128,3,3,300,1e-05,basic+phys,83.8189,1.4007,0.8782,0.0108,0.7749,0.0138,0.8150,0.0143,0.8026,0.0284,0.7304,0.0189
ablation_Phys_173,2025-11-25 07:30:41,0.0005,0.5,128,3,5,300,0.0001,basic+phys,85.1229,0.9339,0.8989,0.0068,0.7808,0.0167,0.8188,0.0171,0.8018,0.0303,0.7468,0.0043
ablation_Phys_165,2025-11-25 07:35:17,0.0005,0.5,128,3,3,300,0.0,basic+phys,83.9888,1.5062,0.8813,0.0139,0.7753,0.0163,0.8154,0.0169,0.8035,0.0319,0.7293,0.0213
ablation_Phys_158,2025-11-25 07:37:28,0.0005,0.3,32,7,7,300,0.0001,basic+phys,83.5505,1.1293,0.8879,0.0058,0.7728,0.0115,0.8095,0.0137,0.7815,0.0281,0.7575,0.0294
ablation_Phys_178,2025-11-25 07:40:54,0.0005,0.5,128,3,7,300,1e-05,basic+phys,84.0266,1.4666,0.8856,0.0090,0.7801,0.0156,0.8192,0.0152,0.8062,0.0265,0.7365,0.0291
ablation_Phys_177,2025-11-25 07:41:12,0.0005,0.5,128,3,7,300,0.0,basic+phys,84.1552,1.1428,0.8865,0.0075,0.7764,0.0144,0.8169,0.0184,0.8095,0.0431,0.7218,0.0396
ablation_Phys_167,2025-11-25 07:42:02,0.0005,0.5,128,3,3,300,0.0001,basic+phys,83.9641,1.7912,0.8841,0.0153,0.7757,0.0185,0.8121,0.0197,0.7856,0.0348,0.7591,0.0214
ablation_Phys_179,2025-11-25 07:47:08,0.0005,0.5,128,3,7,300,0.0001,basic+phys,84.2291,1.5281,0.8878,0.0094,0.7793,0.0180,0.8168,0.0169,0.7961,0.0290,0.7519,0.0147
ablation_Phys_169,2025-11-25 08:01:33,0.0005,0.5,32,3,5,300,1e-05,basic+phys,84.8615,0.7741,0.8977,0.0038,0.7795,0.0047,0.8201,0.0048,0.8123,0.0182,0.7266,0.0209
ablation_Phys_168,2025-11-25 08:04:42,0.0005,0.5,32,3,5,300,0.0,basic+phys,84.8565,0.8672,0.8972,0.0045,0.7820,0.0082,0.8210,0.0087,0.8083,0.0206,0.7387,0.0254
ablation_Phys_170,2025-11-25 08:05:47,0.0005,0.5,32,3,5,300,0.0001,basic+phys,84.6895,1.3147,0.8963,0.0072,0.7828,0.0169,0.8227,0.0139,0.8144,0.0218,0.7317,0.0175
ablation_Phys_189,2025-11-25 08:07:04,0.0005,0.5,128,5,5,300,0.0,basic+phys,85.0578,1.0251,0.9001,0.0066,0.7819,0.0123,0.8195,0.0156,0.8025,0.0359,0.7478,0.0311
ablation_Phys_190,2025-11-25 08:09:39,0.0005,0.5,128,5,5,300,1e-05,basic+phys,84.9107,0.9694,0.8987,0.0057,0.7833,0.0144,0.8218,0.0175,0.8101,0.0367,0.7388,0.0301
ablation_Phys_163,2025-11-25 08:15:15,0.0005,0.5,32,3,3,300,1e-05,basic+phys,84.0130,1.3468,0.8837,0.0141,0.7739,0.0136,0.8117,0.0170,0.7904,0.0444,0.7476,0.0392
ablation_Phys_191,2025-11-25 08:15:29,0.0005,0.5,128,5,5,300,0.0001,basic+phys,84.9119,0.7481,0.8987,0.0059,0.7797,0.0080,0.8175,0.0121,0.7993,0.0307,0.7480,0.0318
